Casal2
Call: casal2 -e -c config_betadiff.csl2 
Date: Tue May 17 20:44:54 2022
Seed: 77094
Version: v22.05 (2022-05-16)
Copyright (c) 2017-2022, NIWA (www.niwa.co.nz)
Environment: User=marshc Machine=NIWA-1008960 OS=Windows_NT PID=9284


*objective_function[obj]
values {vector}
1990 stock 9 0 0.0544 0.105761 -0.0513608 25 0 98.0881 40.942
1990 stock 10 0 0.1283 0.0953561 0.0329439 25 0 98.0881 28.5207
1990 stock 11 0 0.0489 0.0819864 -0.0330864 25 0 98.0881 29.862
1990 stock 12 0 0.043 0.0673575 -0.0243575 25 0 98.0881 23.4979
1990 stock 13 0 0.0162 0.053145 -0.036945 25 0 98.0881 20.8723
1990 stock 14 0 0.0401 0.0398876 0.000212379 25 0 98.0881 11.0507
1990 stock 15 0 0.0162 0.027697 -0.011497 25 0 98.0881 7.52595
1990 stock 16 0 0.0274 0.0175476 0.00985242 25 0 98.0881 2.50314
1990 stock 17 0 0.0035 0.0107412 -0.00724124 25 0 98.0881 0.274408
1990 stock 18 0 0.0025 0.00689536 -0.00439536 25 0 98.0881 -1.6486
1990 stock 19 0 0.0107 0.0135439 -0.00284394 25 0 98.0881 1.37803
1992 stock 3 0 0.024 0.0605641 -0.0365641 37 0 145.17 39.2244
1992 stock 4 0 0.0471 0.0815699 -0.0344699 37 0 145.17 50.2424
1992 stock 5 0 0.0446 0.0633902 -0.0187902 37 0 145.17 36.5498
1992 stock 6 0 0.0708 0.0731366 -0.00233658 37 0 145.17 39.6769
1992 stock 7 0 0.0778 0.0698964 0.00790356 37 0 145.17 36.4914
1992 stock 8 0 0.1039 0.0741626 0.0297374 37 0 145.17 36.6711
1992 stock 9 0 0.0671 0.0977313 -0.0306313 37 0 145.17 58.6695
1992 stock 10 0 0.1212 0.0991272 0.0220728 37 0 145.17 51.8316
1992 stock 11 0 0.087 0.0877376 -0.000737625 37 0 145.17 47.9852
1992 stock 12 0 0.1111 0.0749903 0.0361097 37 0 145.17 36.5614
1992 stock 13 0 0.0791 0.0614429 0.0176571 37 0 145.17 30.5257
1992 stock 14 0 0.0438 0.0482191 -0.00441914 37 0 145.17 25.3479
1992 stock 15 0 0.0412 0.0363392 0.00486081 37 0 145.17 17.2366
1992 stock 16 0 0.0244 0.026106 -0.00170602 37 0 145.17 11.8932
1992 stock 17 0 0.029 0.0175422 0.0114578 37 0 145.17 5.79369
1992 stock 18 0 0.0121 0.0109041 0.00119595 37 0 145.17 2.45883
1992 stock 19 0 0.0158 0.0171401 -0.00134006 37 0 145.17 6.44924
1993 stock 3 0 0.0999 0.108999 -0.00909922 31 0 121.629 48.8765
1993 stock 4 0 0.0576 0.0663624 -0.00876236 31 0 121.629 28.8538
1993 stock 5 0 0.0828 0.0822042 0.000595801 31 0 121.629 35.2164
1993 stock 6 0 0.0412 0.0657107 -0.0245107 31 0 121.629 30.8106
1993 stock 7 0 0.0582 0.0704507 -0.0122507 31 0 121.629 31.2177
1993 stock 8 0 0.0646 0.066319 -0.00171897 31 0 121.629 28.0176
1993 stock 9 0 0.0401 0.0685518 -0.0284518 31 0 121.629 32.8152
1993 stock 10 0 0.0571 0.0844446 -0.0273446 31 0 121.629 39.9579
1993 stock 11 0 0.0587 0.0845503 -0.0258503 31 0 121.629 39.7675
1993 stock 12 0 0.0842 0.0733846 0.0108154 31 0 121.629 30.0586
1993 stock 13 0 0.1388 0.0612629 0.0775371 31 0 121.629 20.1795
1993 stock 14 0 0.041 0.049142 -0.00814197 31 0 121.629 20.6462
1993 stock 15 0 0.0636 0.0378066 0.0257934 31 0 121.629 12.5057
1993 stock 16 0 0.0432 0.0279376 0.0152624 31 0 121.629 8.62462
1993 stock 17 0 0.032 0.0197071 0.0122929 31 0 121.629 5.02326
1993 stock 18 0 0.0111 0.0130613 -0.00196128 31 0 121.629 2.53536
1993 stock 19 0 0.026 0.020105 0.00589498 31 0 121.629 5.52207
1994 stock 3 0 0.2247 0.170375 0.0543249 34 0 133.4 80.0656
1994 stock 4 0 0.0891 0.107143 -0.018043 34 0 133.4 55.4597
1994 stock 5 0 0.0852 0.0670716 0.0181284 34 0 133.4 30.0644
1994 stock 6 0 0.0787 0.0752199 0.00348012 34 0 133.4 35.8454
